Fréquence (Hz)	Niveau (dB)
6933,691406	-99,023338
6955,224609	-97,583565
6976,757812	-96,817818
6998,291016	-97,292000
7019,824219	-97,791580
7041,357422	-98,439522
7062,890625	-98,742737
7084,423828	-97,884926
7105,957031	-97,715080
7127,490234	-99,166878
7149,023438	-99,984833
7170,556641	-100,211197
7192,089844	-100,221840
7213,623047	-99,865349
7235,156250	-98,746239
7256,689453	-97,747452
7278,222656	-98,371559
7299,755859	-99,029442
7321,289062	-97,774582
7342,822266	-97,371300
7364,355469	-98,617493
7385,888672	-99,532784
7407,421875	-99,791748
7428,955078	-99,622383
7450,488281	-99,103889
7472,021484	-98,367165
7493,554688	-98,156883
7515,087891	-98,289391
7536,621094	-98,697876
7558,154297	-100,084999
7579,687500	-100,706497
7601,220703	-100,847771
7622,753906	-100,823349
7644,287109	-100,859474
7665,820312	-100,714394
7687,353516	-99,595139
7708,886719	-98,340134
7730,419922	-98,531555
7751,953125	-99,402275
7773,486328	-98,777382
7795,019531	-97,741402
7816,552734	-98,301659
7838,085938	-99,864670
7859,619141	-99,797432
7881,152344	-98,398552
7902,685547	-97,722328
7924,218750	-98,955040
7945,751953	-99,158150
7967,285156	-98,776573
7988,818359	-98,598541
8010,351562	-98,426842
8031,884766	-99,043808
8053,417969	-99,131310
8074,951172	-100,324768
8096,484375	-100,733215
8118,017578	-100,559883
8139,550781	-100,666237
8161,083984	-99,911064
8182,617188	-99,146942
8204,150391	-99,046867
8225,683594	-99,433151
8247,216797	-100,859779
8268,750000	-101,554749
8290,283203	-101,420181
8311,816406	-101,003838
8333,349609	-100,713699
8354,882812	-100,143074
8376,416016	-98,510857
8397,949219	-98,298500
8419,482422	-99,259605
8441,015625	-99,618149
8462,548828	-98,972649
8484,082031	-99,178017
8505,615234	-99,369560
8527,148438	-100,392052
8548,681641	-101,217339
8570,214844	-101,099220
8591,748047	-99,911201
8613,281250	-98,329964
8634,814453	-98,284012
8656,347656	-99,643333
8677,880859	-99,569542
8699,414062	-99,106255
8720,947266	-99,168968
8742,480469	-99,746910
8764,013672	-100,903587
8785,546875	-101,515266
8807,080078	-100,792480
8828,613281	-99,633728
8850,146484	-99,656296
8871,679688	-98,871803
8893,212891	-98,843956
8914,746094	-99,985153
8936,279297	-101,287727
8957,812500	-100,223824
8979,345703	-99,041306
9000,878906	-100,439827
9022,412109	-101,979652
9043,945312	-102,099457
9065,478516	-100,807793
9087,011719	-99,396439
9108,544922	-98,966652
9130,078125	-99,504761
9151,611328	-100,375099
9173,144531	-101,785835
9194,677734	-102,566139
9216,210938	-102,272400
9237,744141	-101,604370
9259,277344	-101,325317
9280,810547	-101,805824
9302,343750	-101,615135
9323,876953	-100,187820
9345,410156	-99,493111
9366,943359	-99,338684
9388,476562	-99,813316
9410,009766	-100,290253
9431,542969	-98,874420
9453,076172	-98,418411
9474,609375	-99,911469
9496,142578	-101,764290
9517,675781	-102,004425
9539,208984	-101,643585
9560,742188	-101,686485
9582,275391	-102,524422
9603,808594	-102,894409
9625,341797	-102,977257
9646,875000	-103,007530
9668,408203	-103,015663
9689,941406	-102,983063
9711,474609	-102,569832
9733,007812	-102,289627
9754,541016	-101,760658
9776,074219	-100,749779
9797,607422	-99,994492
9819,140625	-99,858711
9840,673828	-99,535477
9862,207031	-99,547516
9883,740234	-99,504471
9905,273438	-99,777466
9926,806641	-100,318375
9948,339844	-101,636101
9969,873047	-101,998436
9991,406250	-102,492546
10012,939453	-103,033455
10034,472656	-103,332977
10056,005859	-103,332321
10077,539062	-103,355064
10099,072266	-103,376274
10120,605469	-103,382683
10142,138672	-103,360634
10163,671875	-103,217064
10185,205078	-102,435684
10206,738281	-102,002075
10228,271484	-102,205612
10249,804688	-102,220360
10271,337891	-102,306190
10292,871094	-102,223923
10314,404297	-100,796112
10335,937500	-100,246162
10357,470703	-100,153252
10379,003906	-101,062675
10400,537109	-103,200012
10422,070312	-103,600906
10443,603516	-103,559937
10465,136719	-103,660561
10486,669922	-103,675568
10508,203125	-103,686119
10529,736328	-103,717308
10551,269531	-103,718513
10572,802734	-103,746384
10594,335938	-103,750542
10615,869141	-103,770935
10637,402344	-103,785164
10658,935547	-103,787308
10680,468750	-103,688507
10702,001953	-102,514938
10723,535156	-100,366386
10745,068359	-99,449791
10766,601562	-100,253342
10788,134766	-100,104080
10809,667969	-99,391464
10831,201172	-100,579735
10852,734375	-102,759415
10874,267578	-103,773079
10895,800781	-103,606987
10917,333984	-102,898636
10938,867188	-102,680557
10960,400391	-102,383537
10981,933594	-102,931038
11003,466797	-102,671478
11025,000000	-100,863983
11046,533203	-99,811981
11068,066406	-101,307259
11089,599609	-102,904976
11111,132812	-102,979034
11132,666016	-102,536057
11154,199219	-103,128288
11175,732422	-102,626541
11197,265625	-100,827591
11218,798828	-100,589767
11240,332031	-100,131355
11261,865234	-99,477951
11283,398438	-100,378525
11304,931641	-102,260689
11326,464844	-103,902634
11347,998047	-104,256317
11369,531250	-104,282326
11391,064453	-104,305840
11412,597656	-104,313576
11434,130859	-104,335449
11455,664062	-104,353409
11477,197266	-104,351189
11498,730469	-104,385773
11520,263672	-104,408104
11541,796875	-103,936836
11563,330078	-103,185829
11584,863281	-102,825333
11606,396484	-102,895790
11627,929688	-102,779892
11649,462891	-103,039261
11670,996094	-102,941727
11692,529297	-101,360115
11714,062500	-100,280617
11735,595703	-100,687210
11757,128906	-101,907448
11778,662109	-103,860497
11800,195312	-104,414810
11821,728516	-104,558746
11843,261719	-104,582428
11864,794922	-104,593117
11886,328125	-104,621033
11907,861328	-104,617096
11929,394531	-104,641098
11950,927734	-104,659386
11972,460938	-104,666641
11993,994141	-104,671104
12015,527344	-104,652802
12037,060547	-104,444138
12058,593750	-103,486679
12080,126953	-103,134857
12101,660156	-102,427895
12123,193359	-101,338799
12144,726562	-100,306862
12166,259766	-99,930305
12187,792969	-100,619804
12209,326172	-100,142891
12230,859375	-99,916725
12252,392578	-100,903229
12273,925781	-102,072197
12295,458984	-103,035957
12316,992188	-103,089027
12338,525391	-104,378929
12360,058594	-104,811493
12381,591797	-104,862320
12403,125000	-104,907852
12424,658203	-104,923813
12446,191406	-104,885933
12467,724609	-104,954689
12489,257812	-104,940628
12510,791016	-104,953407
12532,324219	-104,960258
12553,857422	-104,987762
12575,390625	-104,934906
12596,923828	-104,840820
12618,457031	-102,878143
12639,990234	-100,933334
12661,523438	-99,957474
12683,056641	-99,978844
12704,589844	-101,205696
12726,123047	-103,179901
12747,656250	-104,899117
12769,189453	-105,070274
12790,722656	-105,109123
12812,255859	-105,136940
12833,789062	-105,123207
12855,322266	-105,162445
12876,855469	-105,158653
12898,388672	-105,176872
12919,921875	-105,185036
12941,455078	-105,203369
12962,988281	-105,202904
12984,521484	-105,210945
13006,054688	-105,245651
13027,587891	-105,195831
13049,121094	-105,251175
13070,654297	-105,220901
13092,187500	-105,249977
13113,720703	-105,286781
13135,253906	-105,282349
13156,787109	-105,302147
13178,320312	-105,320747
13199,853516	-105,319351
13221,386719	-105,334831
13242,919922	-105,349747
13264,453125	-105,350014
13285,986328	-105,373718
13307,519531	-105,377808
13329,052734	-105,384712
13350,585938	-105,397072
13372,119141	-105,409111
13393,652344	-105,416206
13415,185547	-105,431435
13436,718750	-105,438431
13458,251953	-105,449142
13479,785156	-105,454742
13501,318359	-105,467140
13522,851562	-105,476624
13544,384766	-105,485847
13565,917969	-105,496902
13587,451172	-105,511063
13608,984375	-105,514923
13630,517578	-105,529228
13652,050781	-105,537933
13673,583984	-105,547928
13695,117188	-105,554138
13716,650391	-105,564972
13738,183594	-105,581192
13759,716797	-105,582115
13781,250000	-105,594521
13802,783203	-105,605865
13824,316406	-105,613052
13845,849609	-105,627052
13867,382812	-105,632507
13888,916016	-105,642738
13910,449219	-105,651665
13931,982422	-105,658440
13953,515625	-105,676811
13975,048828	-105,673637
13996,582031	-105,688431
14018,115234	-105,701447
14039,648438	-105,703171
14061,181641	-105,707405
14082,714844	-105,734146
14104,248047	-105,728798
14125,781250	-105,745773
14147,314453	-105,748749
14168,847656	-105,765289
14190,380859	-105,764931
14211,914062	-105,788490
14233,447266	-105,782448
14254,980469	-105,798103
14276,513672	-105,800705
14298,046875	-105,818085
14319,580078	-105,821960
14341,113281	-105,830734
14362,646484	-105,840439
14384,179688	-105,850090
14405,712891	-105,853050
14427,246094	-105,868271
14448,779297	-105,886070
14470,312500	-105,855850
14491,845703	-105,903305
14513,378906	-105,898918
14534,912109	-105,910332
14556,445312	-105,918045
14577,978516	-105,926262
14599,511719	-105,937187
14621,044922	-105,933304
14642,578125	-105,956314
14664,111328	-105,960220
14685,644531	-105,964455
14707,177734	-105,976852
14728,710938	-105,981407
14750,244141	-105,991760
14771,777344	-106,000793
14793,310547	-106,010490
14814,843750	-106,009422
14836,376953	-106,029427
14857,910156	-106,030861
14879,443359	-106,041557
14900,976562	-106,043678
14922,509766	-106,050323
14944,042969	-106,064346
14965,576172	-106,069511
14987,109375	-106,078590
15008,642578	-106,087372
15030,175781	-106,093735
15051,708984	-106,104507
15073,242188	-106,116798
15094,775391	-106,102852
15116,308594	-106,134895
15137,841797	-106,123756
15159,375000	-106,139717
15180,908203	-106,153603
15202,441406	-106,151093
15223,974609	-106,162979
15245,507812	-106,169235
15267,041016	-106,183525
15288,574219	-106,184616
15310,107422	-106,193161
15331,640625	-106,196762
15353,173828	-106,217979
15374,707031	-106,195633
15396,240234	-106,235664
15417,773438	-106,224960
15439,306641	-106,232704
15460,839844	-106,249977
15482,373047	-106,250427
15503,906250	-106,260002
15525,439453	-106,264709
15546,972656	-106,269226
15568,505859	-106,283417
15590,039062	-106,280434
15611,572266	-106,296059
15633,105469	-106,302902
15654,638672	-106,308167
15676,171875	-106,312454
15697,705078	-106,322937
15719,238281	-106,328308
15740,771484	-106,332932
15762,304688	-106,343452
15783,837891	-106,347595
15805,371094	-106,348145
15826,904297	-106,370979
15848,437500	-106,365654
15869,970703	-106,373940
15891,503906	-106,379349
15913,037109	-106,381447
15934,570312	-106,403305
15956,103516	-106,397781
15977,636719	-106,410538
15999,169922	-106,413681
16020,703125	-106,423439
16042,236328	-106,420753
16063,769531	-106,435089
16085,302734	-106,439148
16106,835938	-106,447731
16128,369141	-106,453224
16149,902344	-106,459297
16171,435547	-106,461899
16192,968750	-106,477394
16214,501953	-106,475517
16236,035156	-106,486526
16257,568359	-106,490234
16279,101562	-106,495735
16300,634766	-106,515366
16322,167969	-106,490288
16343,701172	-106,516510
16365,234375	-106,523155
16386,767578	-106,525146
16408,300781	-106,533661
16429,833984	-106,538689
16451,367188	-106,547951
16472,900391	-106,549881
16494,433594	-106,555046
16515,966797	-106,559502
16537,500000	-106,570351
16559,033203	-106,573700
16580,566406	-106,575050
16602,099609	-106,589996
16623,632812	-106,589211
16645,166016	-106,597862
16666,699219	-106,601135
16688,232422	-106,609337
16709,765625	-106,618271
16731,298828	-106,615761
16752,832031	-106,614166
16774,365234	-106,638824
16795,898438	-106,632301
16817,431641	-106,645874
16838,964844	-106,647354
16860,498047	-106,655113
16882,031250	-106,654236
16903,564453	-106,664726
16925,097656	-106,670006
16946,630859	-106,671959
16968,164062	-106,685593
16989,697266	-106,681213
17011,230469	-106,690102
17032,763672	-106,697998
17054,296875	-106,698479
17075,830078	-106,708450
17097,363281	-106,709435
17118,896484	-106,715530
17140,429688	-106,716667
17161,962891	-106,730087
17183,496094	-106,731956
17205,029297	-106,733475
17226,562500	-106,744080
17248,095703	-106,747597
17269,628906	-106,753166
17291,162109	-106,750702
17312,695312	-106,764824
17334,228516	-106,769585
17355,761719	-106,766273
17377,294922	-106,776711
17398,828125	-106,780579
17420,361328	-106,786705
17441,894531	-106,790985
17463,427734	-106,788750
17484,960938	-106,807587
17506,494141	-106,804443
17528,027344	-106,808197
17549,560547	-106,813774
17571,093750	-106,817772
17592,626953	-106,824944
17614,160156	-106,830734
17635,693359	-106,830589
17657,226562	-106,839966
17678,759766	-106,832832
17700,292969	-106,861893
17721,826172	-106,843826
17743,359375	-106,853432
17764,892578	-106,865692
17786,425781	-106,863358
17807,958984	-106,866470
17829,492188	-106,871338
17851,025391	-106,882118
17872,558594	-106,880371
17894,091797	-106,881355
17915,625000	-106,893456
17937,158203	-106,892799
17958,691406	-106,895721
17980,224609	-106,909416
18001,757812	-106,901054
18023,291016	-106,912720
18044,824219	-106,916687
18066,357422	-106,917007
18087,890625	-106,920105
18109,423828	-106,925720
18130,957031	-106,948349
18152,490234	-106,922493
18174,023438	-106,938866
18195,556641	-106,942825
18217,089844	-106,946220
18238,623047	-106,950699
18260,156250	-106,953705
18281,689453	-106,960075
18303,222656	-106,963631
18324,755859	-106,970093
18346,289062	-106,963364
18367,822266	-106,974838
18389,355469	-106,979095
18410,888672	-106,982880
18432,421875	-106,985535
18453,955078	-106,985741
18475,488281	-106,993050
18497,021484	-106,999207
18518,554688	-106,987885
18540,087891	-107,015213
18561,621094	-107,003525
18583,154297	-107,000999
18604,687500	-107,020782
18626,220703	-107,019882
18647,753906	-107,020973
18669,287109	-107,024353
18690,820312	-107,028732
18712,353516	-107,035416
18733,886719	-107,029800
18755,419922	-107,040863
18776,953125	-107,041061
18798,486328	-107,045639
18820,019531	-107,044037
18841,552734	-107,062653
18863,085938	-107,045723
18884,619141	-107,057976
18906,152344	-107,061996
18927,685547	-107,062866
18949,218750	-107,066238
18970,751953	-107,070770
18992,285156	-107,079758
19013,818359	-107,070045
19035,351562	-107,088310
19056,884766	-107,083061
19078,417969	-107,077187
19099,951172	-107,092033
19121,484375	-107,091988
19143,017578	-107,091568
19164,550781	-107,097572
19186,083984	-107,101486
19207,617188	-107,101624
19229,150391	-107,114922
19250,683594	-107,093430
19272,216797	-107,119965
19293,750000	-107,113617
19315,283203	-107,117409
19336,816406	-107,117012
19358,349609	-107,127602
19379,882812	-107,125153
19401,416016	-107,123131
19422,949219	-107,136192
19444,482422	-107,127167
19466,015625	-107,140640
19487,548828	-107,134308
19509,082031	-107,153114
19530,615234	-107,138565
19552,148438	-107,143791
19573,681641	-107,151474
19595,214844	-107,146454
19616,748047	-107,160530
19638,281250	-107,151215
19659,814453	-107,159904
19681,347656	-107,163017
19702,880859	-107,159012
19724,414062	-107,173111
19745,947266	-107,161079
19767,480469	-107,170044
19789,013672	-107,172813
19810,546875	-107,178009
19832,080078	-107,175972
19853,613281	-107,175964
19875,146484	-107,182602
19896,679688	-107,186165
19918,212891	-107,183746
19939,746094	-107,189507
19961,279297	-107,182861
19982,812500	-107,204239
20004,345703	-107,183983
20025,878906	-107,198112
20047,412109	-107,195488
20068,945312	-107,202705
20090,478516	-107,197586
20112,011719	-107,206551
20133,544922	-107,209862
20155,078125	-107,203209
20176,611328	-107,210007
20198,144531	-107,212509
20219,677734	-107,215607
20241,210938	-107,213806
20262,744141	-107,214973
20284,277344	-107,221718
20305,810547	-107,220032
20327,343750	-107,226746
20348,876953	-107,216866
20370,410156	-107,226494
20391,943359	-107,234863
20413,476562	-107,223740
20435,009766	-107,229355
20456,542969	-107,228104
20478,076172	-107,238358
20499,609375	-107,230865
20521,142578	-107,238579
20542,675781	-107,238266
20564,208984	-107,238403
20585,742188	-107,240128
20607,275391	-107,245720
20628,808594	-107,233986
20650,341797	-107,254562
20671,875000	-107,247131
20693,408203	-107,246063
20714,941406	-107,255302
20736,474609	-107,245766
20758,007812	-107,254852
20779,541016	-107,250381
20801,074219	-107,253769
20822,607422	-107,255836
20844,140625	-107,257446
20865,673828	-107,262993
20887,207031	-107,247467
20908,740234	-107,274078
20930,273438	-107,257370
20951,806641	-107,262039
20973,339844	-107,267418
20994,873047	-107,259544
21016,406250	-107,267822
21037,939453	-107,272850
21059,472656	-107,264153
21081,005859	-107,273621
21102,539062	-107,265656
21124,072266	-107,269394
21145,605469	-107,277283
21167,138672	-107,269165
21188,671875	-107,279381
21210,205078	-107,269821
21231,738281	-107,277756
21253,271484	-107,273979
21274,804688	-107,284126
21296,337891	-107,272629
21317,871094	-107,280853
21339,404297	-107,280815
21360,937500	-107,283897
21382,470703	-107,271469
21404,003906	-107,284782
21425,537109	-107,276085
21447,070312	-107,291138
21468,603516	-107,275047
21490,136719	-107,289749
21511,669922	-107,284454
21533,203125	-107,281563
21554,736328	-107,284607
21576,269531	-107,290123
21597,802734	-107,285767
21619,335938	-107,285912
21640,869141	-107,285912
21662,402344	-107,288376
21683,935547	-107,290154
21705,468750	-107,288338
21727,001953	-107,287872
21748,535156	-107,287560
21770,068359	-107,284309
21791,601562	-107,291855
21813,134766	-107,303513
21834,667969	-107,267082
21856,201172	-107,300163
21877,734375	-107,291618
21899,267578	-107,285934
21920,800781	-107,289062
21942,333984	-107,294899
21963,867188	-107,286919
21985,400391	-107,287384
22006,933594	-107,290932
22028,466797	-107,291267
